Time,Live Demand,Winter Peak Demand,Orkney ANM,Non-ANM Renewable Generation,Total Renewable Capacity,Wind speed,Humidity,Temperature
Mon Oct 21 22:30:05 2019,14.85,20.85,15.233997,22.226,19.640003,8.7,81,9.83
Mon Oct 21 22:40:04 2019,14.54,21.16,15.999003,22.184,18.916997,7.2,81,9.86
Mon Oct 21 22:50:03 2019,14.45,21.25,15.581001,22.07,19.448999,7.2,81,9.86
Mon Oct 21 23:00:06 2019,13.64,22.06,16.043999,21.74,19.316001,7.2,81,9.83
Mon Oct 21 23:10:03 2019,14.14,21.56,15.913994,22.098,19.088006,8.7,81,9.85
Mon Oct 21 23:20:03 2019,12.26,23.44,17.207,20.647,19.246,8.7,81,9.84
Mon Oct 21 23:30:04 2019,12.62,23.08,16.258999,21.824,19.017001,8.7,81,9.83
Mon Oct 21 23:40:04 2019,11.67,24.03,16.934002,18.676,21.489998,10.3,81,10.05
Mon Oct 21 23:50:04 2019,11.07,24.63,16.825004,19.051,21.223996,10.3,81,10.05
Tue Oct 22 00:00:05 2019,11.03,24.67,17.256998,16.898,22.945002,10.3,81,10.02
Tue Oct 22 00:10:04 2019,12.96,22.74,15.789002,21.647,19.663998,10.8,81,10.05
Tue Oct 22 00:20:03 2019,12.6,23.1,16.505002,21.985,18.609998,10.8,81,10.03
Tue Oct 22 00:30:04 2019,13.72,21.98,16.489,21.733,18.878,10.8,81,10.02
Tue Oct 22 00:40:04 2019,13.27,22.43,17.011006,19.715,20.373994,9.8,76,10.7
Tue Oct 22 00:50:04 2019,14.5,21.2,16.086,21.894,19.12,9.8,76,10.69
Tue Oct 22 01:00:04 2019,15.19,20.51,15.055001,23.167,18.877999,9.8,76,10.68
Tue Oct 22 01:10:03 2019,13.54,22.16,16.529998,19.686,20.884002,9.8,76,10.68
Tue Oct 22 01:20:04 2019,13.1,22.6,16.504002,17.553,23.042998,9.8,76,10.69
Tue Oct 22 01:30:04 2019,13.62,22.08,16.744004,20.353,20.002996,9.8,76,10.68
Tue Oct 22 01:40:04 2019,14.04,21.66,16.399996,21.948,18.752004,9.8,87,10.39
Tue Oct 22 01:50:04 2019,14.65,21.05,16.526,20.172,20.402,9.8,87,10.39
Tue Oct 22 02:00:05 2019,13.18,22.52,16.494998,19.686,20.919002,9.8,87,10.37
Tue Oct 22 02:10:03 2019,14.85,20.85,16.123999,22.984,17.992001,7.7,87,10.59
Tue Oct 22 02:20:04 2019,14.96,20.74,16.645,22.961,17.494,7.7,87,10.59
Tue Oct 22 02:30:10 2019,14.48,21.22,16.556002,23.487,17.056998,7.7,87,10.56
Tue Oct 22 02:50:04 2019,14.3,21.4,16.522,20.279,20.299,8.7,81,10.88
Tue Oct 22 03:00:04 2019,13.55,22.15,16.647002,19.437,21.015998,8.7,81,10.88
Tue Oct 22 03:10:03 2019,13.12,22.58,16.295002,20.579,20.225998,8.7,81,10.9
Tue Oct 22 03:20:04 2019,14.22,21.48,16.211004,20.64,20.248996,8.7,81,10.88
Tue Oct 22 03:30:05 2019,15.02,20.68,15.773,23.006,18.321,8.7,81,10.87
Tue Oct 22 03:40:03 2019,15.03,20.67,15.595,23.304,18.201,9.3,81,10.56
Tue Oct 22 03:50:04 2019,14.07,21.63,15.391002,22.763,18.945998,9.3,81,10.52
Tue Oct 22 04:10:06 2019,15.38,20.32,16.222996,22.773,18.104004,8.7,87,10.55
Tue Oct 22 04:20:04 2019,15.12,20.58,16.376999,23.098,17.625001,8.7,87,10.53
Tue Oct 22 04:30:03 2019,14.9,20.8,16.380001,23.112,17.607999,8.7,87,10.53
Tue Oct 22 04:40:04 2019,15.99,19.71,16.179996,22.67,18.250004,9.3,87,10.74
Tue Oct 22 04:50:04 2019,16.06,19.64,15.771999,22.097,19.231001,9.3,87,10.73
Tue Oct 22 05:00:04 2019,15.56,20.14,16.081001,23.039,17.979999,9.3,87,10.7
Tue Oct 22 05:10:03 2019,15.17,20.53,15.752995,22.311,19.036005,9.3,87,10.74
Tue Oct 22 05:20:03 2019,14.5,21.2,16.129997,22.681,18.289003,9.3,87,10.73
Tue Oct 22 05:30:03 2019,15.11,20.59,15.790005,23.411,17.898995,9.3,87,10.73
Tue Oct 22 05:40:04 2019,15.7,20.0,15.622003,23.092,18.385997,8.7,81,11.39
Tue Oct 22 05:50:04 2019,15.52,20.18,16.207005,23.166,17.726995,8.7,81,11.39
Tue Oct 22 06:00:04 2019,14.89,20.81,15.610003,23.095,18.394997,8.7,81,11.36
Tue Oct 22 06:10:04 2019,15.08,20.62,16.092003,23.492,17.515997,10.3,81,11.39
Tue Oct 22 06:20:04 2019,15.59,20.11,15.268004,23.274,18.557996,10.3,81,11.38
Tue Oct 22 06:30:04 2019,16.35,19.35,16.062998,24.14,16.897002,10.3,81,11.37
Tue Oct 22 06:40:03 2019,16.62,19.08,15.989,24.221,16.89,9.3,81,11.39
Tue Oct 22 06:50:04 2019,16.65,19.05,15.353,24.154,17.593,9.3,81,11.38
Tue Oct 22 07:00:04 2019,16.18,19.52,15.268996,23.266,18.565004,9.3,81,11.37
Tue Oct 22 07:20:04 2019,17.75,17.95,13.898998,23.392,19.809002,8.2,81,11.19
Tue Oct 22 07:30:04 2019,17.54,18.16,14.416,23.064,19.62,8.2,81,11.19
Tue Oct 22 07:40:03 2019,16.46,19.24,13.998003,23.754,19.347997,9.8,81,11.0
Tue Oct 22 07:50:04 2019,16.3,19.4,13.807998,23.082,20.210002,9.8,81,10.99
Tue Oct 22 08:00:04 2019,17.5,18.2,14.568001,23.62,18.911999,9.8,81,10.99
Tue Oct 22 08:10:03 2019,16.03,19.67,14.155998,23.297,19.647002,9.8,81,10.99
Tue Oct 22 08:20:04 2019,17.29,18.41,13.358999,22.642,21.099001,7.7,81,11.19
Tue Oct 22 08:30:03 2019,17.36,18.34,13.481,22.767,20.852,7.7,81,11.19
Tue Oct 22 08:40:04 2019,17.47,18.23,14.510001,23.369,19.220999,7.2,81,11.19
Tue Oct 22 08:50:04 2019,17.97,17.73,14.251001,24.848,18.000999,7.2,81,11.19
Tue Oct 22 09:00:03 2019,17.3,18.4,12.695999,24.408,19.996001,7.2,81,11.19
Tue Oct 22 09:10:05 2019,17.24,18.46,13.268002,25.219,18.612998,8.2,87,11.04
Tue Oct 22 09:20:04 2019,17.03,18.67,13.851997,24.721,18.527003,8.2,87,11.04
Tue Oct 22 09:30:04 2019,17.91,17.79,13.687002,25.452,17.960998,8.2,87,11.04
Tue Oct 22 09:40:03 2019,17.88,17.82,14.778,25.523,16.799,7.7,93,11.04
Tue Oct 22 09:50:03 2019,17.0,18.7,14.514995,25.396,17.189005,7.7,93,11.23
Tue Oct 22 10:00:04 2019,16.88,18.82,13.501997,25.318,18.280003,7.7,93,11.23
Tue Oct 22 10:10:03 2019,17.26,18.44,14.117998,24.433,18.549002,7.7,93,11.23
Tue Oct 22 10:20:04 2019,17.98,17.72,14.161998,24.201,18.737002,7.2,93,11.23
Tue Oct 22 10:30:04 2019,16.66,19.04,14.465,24.139,18.496,7.2,93,11.22
Tue Oct 22 10:40:04 2019,18.28,17.42,14.565004,25.186,17.348996,6.2,87,11.88
Tue Oct 22 10:50:03 2019,17.66,18.04,13.848005,25.592,17.659995,6.2,87,11.88
Tue Oct 22 11:00:05 2019,17.7,18.0,13.634998,25.311,18.154002,6.2,87,11.89
Tue Oct 22 11:10:04 2019,19.37,16.33,14.439001,22.606,20.054999,6.2,87,11.89
Tue Oct 22 11:20:03 2019,19.28,16.42,14.541998,22.771,19.787002,6.7,93,11.39
Tue Oct 22 11:30:05 2019,19.13,16.57,13.478003,22.369,21.252997,6.7,93,11.58
Tue Oct 22 11:40:03 2019,18.25,17.45,13.486003,21.73,21.883997,6.7,93,11.58
Tue Oct 22 11:50:04 2019,18.63,17.07,12.477999,23.238,21.384001,6.2,100,11.58
Tue Oct 22 12:10:03 2019,19.57,16.13,12.933001,23.581,20.585999,5.7,100,11.77
Tue Oct 22 12:20:04 2019,19.32,16.38,13.380001,24.06,19.659999,5.7,100,11.77
Tue Oct 22 12:30:04 2019,18.8,16.9,14.016001,23.868,19.215999,5.7,100,11.77
Tue Oct 22 12:40:04 2019,18.59,17.11,13.743998,24.023,19.333002,4.1,93,12.28
Tue Oct 22 12:50:03 2019,18.12,17.58,13.944004,24.394,18.761996,4.1,93,12.27
Tue Oct 22 13:00:04 2019,18.39,17.31,14.775997,25.153,17.171003,4.1,93,12.26
Tue Oct 22 13:10:06 2019,18.53,17.17,13.939005,25.716,17.444995,5.7,93,11.94
Tue Oct 22 13:20:04 2019,17.34,18.36,13.772001,24.889,18.438999,5.7,93,11.94
Tue Oct 22 13:30:04 2019,17.4,18.3,13.355997,25.247,18.497003,5.7,93,11.72
Tue Oct 22 13:40:04 2019,18.05,17.65,12.853004,24.74,19.506996,7.2,93,12.08
Tue Oct 22 13:50:03 2019,17.56,18.14,12.488003,24.125,20.486997,7.2,93,12.08
Tue Oct 22 14:00:04 2019,18.27,17.43,12.522,23.984,20.594,7.2,93,12.08
Tue Oct 22 14:10:04 2019,17.33,18.37,12.312004,24.345,20.442996,7.7,93,11.73
Tue Oct 22 14:20:04 2019,16.55,19.15,12.750999,24.744,19.605001,7.7,93,11.73
Tue Oct 22 14:30:04 2019,17.55,18.15,12.722998,24.231,20.146002,7.7,93,11.72
Tue Oct 22 14:40:05 2019,17.83,17.87,12.505997,24.712,19.882003,6.7,93,11.74
Tue Oct 22 14:50:04 2019,18.74,16.96,11.970003,24.55,20.579997,6.7,93,11.74
Tue Oct 22 15:00:05 2019,19.24,16.46,12.989001,25.131,18.979999,6.7,93,11.72
Tue Oct 22 15:10:06 2019,19.0,16.7,12.335999,25.963,18.801001,6.7,93,12.08
Tue Oct 22 15:20:04 2019,18.11,17.59,12.945997,25.074,19.080003,6.7,93,12.08
Tue Oct 22 15:30:04 2019,17.86,17.84,11.254002,24.484,21.361998,6.7,93,11.89
Tue Oct 22 15:40:05 2019,17.46,18.24,11.092998,23.69,22.317002,7.2,93,11.88
Tue Oct 22 15:50:04 2019,17.12,18.58,10.710001,23.684,22.705999,7.2,93,11.88
Tue Oct 22 16:00:05 2019,17.34,18.36,11.508003,23.86,21.731997,7.2,93,11.89
Tue Oct 22 16:10:03 2019,18.3,17.4,10.403002,23.525,23.171998,7.2,93,11.89
Tue Oct 22 16:20:04 2019,18.0,17.7,9.962002,23.567,23.570998,7.2,93,11.88
Tue Oct 22 16:30:03 2019,17.91,17.79,10.876997,23.734,22.489003,7.2,93,11.88
Tue Oct 22 16:40:03 2019,19.45,16.25,10.484999,24.18,22.435001,4.1,93,11.88
Tue Oct 22 16:50:03 2019,18.94,16.76,10.388,23.785,22.927,4.1,93,11.89
Tue Oct 22 17:00:05 2019,18.94,16.76,10.548004,23.683,22.868996,4.1,93,11.89
Tue Oct 22 17:10:05 2019,17.85,17.85,8.9,23.761,24.439,3.6,93,11.58
Tue Oct 22 17:20:04 2019,18.17,17.53,8.645,23.415,25.04,3.6,93,11.58
Tue Oct 22 17:30:03 2019,17.67,18.03,9.084,22.164,25.852,3.6,93,11.58
Tue Oct 22 17:50:03 2019,17.02,18.68,7.396001,20.625,29.078999,3.6,100,11.39
Tue Oct 22 18:00:04 2019,16.66,19.04,7.203,19.657,30.24,3.6,100,11.39
Tue Oct 22 18:10:03 2019,16.97,18.73,7.200001,19.141,30.758999,3.1,93,11.04
Tue Oct 22 18:20:03 2019,17.27,18.43,8.572001,20.396,28.131999,3.1,93,11.04
Tue Oct 22 18:30:05 2019,16.64,19.06,10.889001,17.483,28.727999,3.1,93,11.22
Tue Oct 22 18:40:04 2019,16.64,19.06,10.024001,19.193,27.882999,3.1,93,11.22
Tue Oct 22 18:50:03 2019,16.76,18.94,10.123,18.873,28.104,3.6,93,11.23
Tue Oct 22 19:00:04 2019,16.54,19.16,10.912001,18.577,27.610999,3.6,93,11.23
Tue Oct 22 19:10:03 2019,17.35,18.35,9.904001,20.633,26.562999,3.6,93,11.23
Tue Oct 22 19:20:04 2019,17.7,18.0,8.780998,19.277,29.042002,5.7,81,11.54
Tue Oct 22 19:30:04 2019,17.09,18.61,9.117001,22.237,25.745999,5.7,81,11.53
Tue Oct 22 19:40:03 2019,16.98,18.72,9.197998,20.728,27.174002,5.7,81,11.53
Tue Oct 22 19:50:04 2019,16.34,19.36,9.668999,21.774,25.657001,4.1,87,11.54
Tue Oct 22 20:00:04 2019,16.81,18.89,10.468,21.429,25.203,4.1,87,11.53
Tue Oct 22 20:10:03 2019,17.92,17.78,10.461,19.693,26.946,4.1,87,11.53
Tue Oct 22 20:20:03 2019,17.44,18.26,9.597002,20.805,26.697998,2.6,93,11.04
Tue Oct 22 20:30:04 2019,17.4,18.3,10.087,19.064,27.949,2.6,93,11.04
Tue Oct 22 20:40:04 2019,15.4,20.3,9.630002,18.138,29.331998,2.6,93,11.04
Tue Oct 22 20:50:03 2019,15.38,20.32,9.695999,18.547,28.857001,4.6,87,11.23
Tue Oct 22 21:00:04 2019,14.98,20.72,9.162998,20.528,27.409002,4.6,87,11.23
Tue Oct 22 21:20:03 2019,13.89,21.81,10.448001,17.46,29.191999,3.1,87,11.23
Tue Oct 22 21:30:04 2019,13.67,22.03,9.479999,19.218,28.402001,3.1,87,11.23
Tue Oct 22 21:40:03 2019,14.08,21.62,10.222,19.898,26.98,4.1,87,11.04
Tue Oct 22 21:50:04 2019,13.32,22.38,10.282999,20.264,26.553001,4.1,87,11.04
Tue Oct 22 22:00:04 2019,12.52,23.18,9.345999,18.301,29.453001,4.1,87,11.04
Tue Oct 22 22:10:04 2019,13.69,22.01,10.674999,20.387,26.038001,4.1,87,11.04
Tue Oct 22 22:20:04 2019,12.72,22.98,10.723,20.749,25.628,6.2,87,11.04
Tue Oct 22 22:30:04 2019,13.39,22.31,11.245001,21.095,24.759999,6.2,87,11.04
Tue Oct 22 22:40:04 2019,12.8,22.9,11.135003,21.351,24.613997,6.2,87,11.04
Tue Oct 22 22:50:04 2019,12.47,23.23,11.061001,20.741,25.297999,6.2,87,10.85
Tue Oct 22 23:10:04 2019,12.14,23.56,11.799,20.657,24.644,6.7,87,10.84
Tue Oct 22 23:20:06 2019,11.63,24.07,11.596,20.967,24.537,6.7,87,10.85
Tue Oct 22 23:30:04 2019,11.26,24.44,11.056,20.684,25.36,6.7,87,11.0
Tue Oct 22 23:40:04 2019,10.57,25.13,11.873999,21.165,24.061001,6.7,87,11.0
Tue Oct 22 23:50:04 2019,10.73,24.97,11.656002,21.569,23.874998,7.2,87,10.85
Wed Oct 23 00:00:04 2019,11.17,24.53,11.438,22.483,23.179,7.2,87,10.85
Wed Oct 23 00:10:03 2019,12.59,23.11,10.895999,22.345,23.859001,7.7,87,10.84
Wed Oct 23 00:20:04 2019,12.43,23.27,10.801997,21.464,24.834003,7.7,87,10.85
Wed Oct 23 00:30:04 2019,12.77,22.93,10.534998,21.417,25.148002,7.7,87,10.85
Wed Oct 23 00:40:03 2019,13.0,22.7,11.846999,21.359,23.894001,7.2,87,10.84
Wed Oct 23 00:50:04 2019,13.08,22.62,11.706001,21.31,24.083999,7.2,87,10.85
Wed Oct 23 01:00:04 2019,13.56,22.14,11.506998,21.032,24.561002,7.2,87,10.85
Wed Oct 23 01:10:04 2019,13.54,22.16,11.363001,21.663,24.073999,7.2,87,10.5
Wed Oct 23 01:20:03 2019,12.66,23.04,10.818003,21.271,25.010997,7.2,87,10.5
Wed Oct 23 01:30:04 2019,13.51,22.19,10.143001,21.227,25.729999,7.2,87,10.5
Wed Oct 23 01:40:03 2019,13.93,21.77,10.317999,20.904,25.878001,7.2,87,10.5
Wed Oct 23 01:50:04 2019,13.55,22.15,9.564999,20.518,27.017001,7.2,93,10.39
Wed Oct 23 02:00:04 2019,12.49,23.21,10.175,20.425,26.5,7.2,93,10.37
Wed Oct 23 02:10:03 2019,13.0,22.7,8.505998,20.192,28.402002,6.7,87,10.69
Wed Oct 23 02:20:04 2019,12.49,23.21,8.653998,20.013,28.433002,6.7,87,10.69
Wed Oct 23 02:30:05 2019,12.83,22.87,9.057,20.176,27.867,6.7,87,10.68
Wed Oct 23 02:40:03 2019,13.32,22.38,9.406,20.105,27.589,6.2,87,10.7
Wed Oct 23 02:50:03 2019,13.15,22.55,8.397,20.732,27.971,6.2,87,10.5
Wed Oct 23 03:00:04 2019,12.97,22.73,9.125001,20.783,27.191999,6.2,87,10.68
Wed Oct 23 03:10:04 2019,13.01,22.69,9.598997,19.512,27.989003,6.2,87,10.7
Wed Oct 23 03:20:03 2019,13.41,22.29,8.863001,19.729,28.507999,6.2,87,10.88
Wed Oct 23 03:30:04 2019,13.8,21.9,9.210001,19.465,28.424999,6.2,87,10.88
Wed Oct 23 03:40:03 2019,13.45,22.25,9.244002,19.64,28.215998,6.2,87,10.88
Wed Oct 23 03:50:04 2019,13.89,21.81,9.576999,19.82,27.703001,6.2,87,11.23
Wed Oct 23 04:00:04 2019,13.73,21.97,9.353999,20.179,27.567001,6.2,87,11.22
Wed Oct 23 04:10:04 2019,14.52,21.18,8.633999,19.378,29.088001,6.2,87,11.22
Wed Oct 23 04:20:04 2019,14.17,21.53,8.864,19.16,29.076,5.7,93,10.93
Wed Oct 23 04:30:03 2019,13.64,22.06,8.766,18.116,30.218,5.7,93,10.93
Wed Oct 23 04:40:04 2019,13.49,22.21,9.231001,17.583,30.285999,4.6,93,10.94
Wed Oct 23 04:50:04 2019,14.15,21.55,9.629998,17.921,29.549002,4.6,93,10.92
Wed Oct 23 05:00:04 2019,13.99,21.71,10.706999,18.679,27.714001,4.6,93,10.92
Wed Oct 23 05:10:04 2019,14.33,21.37,10.135998,18.877,28.087002,5.1,93,10.93
Wed Oct 23 05:20:04 2019,13.67,22.03,10.305001,18.699,28.095999,5.1,93,10.93
Wed Oct 23 05:30:04 2019,13.93,21.77,8.323,19.096,29.681,5.1,93,10.92
Wed Oct 23 05:40:04 2019,14.26,21.44,7.687,19.246,30.167,5.7,93,10.93
Wed Oct 23 05:50:03 2019,14.36,21.34,7.957998,18.98,30.162002,5.7,93,10.94
Wed Oct 23 06:00:03 2019,14.56,21.14,7.093999,18.717,31.289001,5.7,93,10.73
Wed Oct 23 06:10:04 2019,14.98,20.72,6.841002,18.899,31.359998,5.7,93,10.74
Wed Oct 23 06:20:03 2019,15.13,20.57,7.403,18.788,30.909,5.7,93,10.74
Wed Oct 23 06:30:04 2019,15.41,20.29,6.14,18.219,32.741,5.7,93,10.73
Wed Oct 23 06:40:03 2019,15.56,20.14,6.502002,16.853,33.744998,5.7,93,10.73
Wed Oct 23 06:50:03 2019,15.73,19.97,6.896002,16.039,34.164998,5.1,87,11.04
Wed Oct 23 07:00:04 2019,15.96,19.74,7.138,16.56,33.402,5.1,87,11.04
Wed Oct 23 07:10:03 2019,15.88,19.82,6.209999,15.071,35.819001,3.1,93,10.2
Wed Oct 23 07:20:04 2019,16.73,18.97,5.313999,14.298,37.488001,3.1,93,10.19
Wed Oct 23 07:30:04 2019,16.55,19.15,5.468,14.736,36.896,3.1,93,10.19
Wed Oct 23 07:40:03 2019,14.82,20.88,6.521,13.203,37.376,5.1,93,10.2
Wed Oct 23 07:50:04 2019,15.28,20.42,8.518999,13.338,35.243001,5.1,93,10.2
Wed Oct 23 08:00:03 2019,15.2,20.5,8.461998,14.827,33.811002,5.1,93,10.19
Wed Oct 23 08:10:04 2019,16.39,19.31,8.281002,17.242,31.576998,5.7,93,10.2
Wed Oct 23 08:20:03 2019,16.45,19.25,9.078001,18.71,29.311999,5.7,93,10.19
Wed Oct 23 08:30:04 2019,16.96,18.74,9.768,18.565,28.767,5.7,93,10.19
Wed Oct 23 08:40:04 2019,16.71,18.99,10.82,19.594,26.686,6.2,93,10.2
Wed Oct 23 08:50:04 2019,16.44,19.26,12.073999,19.789,25.237001,6.2,93,10.19
Wed Oct 23 09:00:04 2019,16.81,18.89,13.014004,19.781,24.304996,6.2,93,10.19
Wed Oct 23 09:10:04 2019,16.25,19.45,12.781,20.196,24.123,5.7,93,10.0
Wed Oct 23 09:20:04 2019,16.67,19.03,13.620998,18.876,24.603002,5.7,93,10.0
Wed Oct 23 09:30:04 2019,16.43,19.27,13.578001,19.469,24.052999,5.7,93,10.0
Wed Oct 23 09:40:04 2019,15.83,19.87,11.976002,19.477,25.646998,7.7,93,10.0
Wed Oct 23 09:50:03 2019,16.27,19.43,11.287998,19.564,26.248002,7.7,93,10.0
Wed Oct 23 10:00:04 2019,16.83,18.87,11.410999,19.499,26.190001,7.7,93,10.0
Wed Oct 23 10:10:04 2019,16.45,19.25,10.801999,18.966,27.332001,6.7,93,10.34
Wed Oct 23 10:20:04 2019,16.7,19.0,11.711,20.219,25.17,6.7,93,10.34
Wed Oct 23 10:30:03 2019,16.47,19.23,13.117001,20.293,23.689999,6.7,93,10.57
Wed Oct 23 10:40:04 2019,17.44,18.26,14.254006,21.414,21.431994,6.2,100,10.54
Wed Oct 23 10:50:04 2019,16.03,19.67,14.021999,20.367,22.711001,6.2,100,10.54
Wed Oct 23 11:00:03 2019,17.66,18.04,14.202999,19.7,23.197001,6.2,100,10.54
Wed Oct 23 11:10:05 2019,18.77,16.93,15.066,20.966,21.068,7.2,93,10.84
Wed Oct 23 11:20:04 2019,19.07,16.63,15.271999,21.983,19.845001,7.2,93,10.85
Wed Oct 23 11:30:03 2019,18.79,16.91,14.42,22.079,20.601,7.2,93,10.85
Wed Oct 23 11:40:04 2019,18.66,17.04,14.504003,22.495,20.100997,6.7,87,10.84
Wed Oct 23 11:50:04 2019,17.5,18.2,14.226997,21.973,20.900003,6.7,87,10.84
Wed Oct 23 12:00:03 2019,17.17,18.53,13.445002,22.126,21.528998,6.7,87,10.84
Wed Oct 23 12:10:04 2019,17.91,17.79,13.767002,21.462,21.870998,6.7,93,11.19
Wed Oct 23 12:20:03 2019,17.39,18.31,13.586,21.116,22.398,6.7,93,11.19
Wed Oct 23 12:30:05 2019,16.88,18.82,12.318996,21.498,23.283004,6.7,93,11.21
Wed Oct 23 12:40:03 2019,16.72,18.98,12.556999,21.703,22.840001,7.7,87,11.19
Wed Oct 23 12:50:03 2019,15.69,20.01,11.964003,20.921,24.214997,7.7,87,11.19
Wed Oct 23 13:10:04 2019,16.65,19.05,14.221998,21.218,21.660002,6.7,93,11.38
Wed Oct 23 13:20:04 2019,16.24,19.46,12.809999,21.266,23.024001,6.7,93,11.39
Wed Oct 23 13:30:04 2019,16.28,19.42,12.851,22.275,21.974,6.7,93,11.39
Wed Oct 23 13:40:04 2019,16.3,19.4,13.646994,22.133,21.320006,7.2,87,11.19
Wed Oct 23 13:50:04 2019,15.6,20.1,13.696998,22.198,21.205002,7.2,87,11.2
Wed Oct 23 14:10:03 2019,15.38,20.32,13.458996,22.332,21.309004,6.7,87,11.19
Wed Oct 23 14:20:04 2019,16.01,19.69,14.335997,22.301,20.463003,6.7,87,11.2
Wed Oct 23 14:30:06 2019,16.08,19.62,14.721995,21.726,20.652005,6.7,87,11.21
Wed Oct 23 14:40:03 2019,16.92,18.78,15.387996,21.536,20.176004,8.2,87,11.19
Wed Oct 23 14:50:04 2019,17.3,18.4,14.925999,21.833,20.341001,8.2,87,11.19
Wed Oct 23 15:00:04 2019,17.19,18.51,15.261998,21.499,20.339002,8.2,87,11.19
Wed Oct 23 15:20:04 2019,17.23,18.47,14.923,21.615,20.562,8.7,87,10.85
Wed Oct 23 15:30:04 2019,17.39,18.31,15.484003,21.811,19.804997,8.7,87,10.85
Wed Oct 23 15:40:03 2019,16.13,19.57,14.927,21.456,20.717,8.2,87,10.84
Wed Oct 23 15:50:04 2019,17.02,18.68,13.736001,21.336,22.027999,8.2,87,10.85
Wed Oct 23 16:00:05 2019,16.09,19.61,14.195004,21.387,21.517996,8.2,87,10.85
Wed Oct 23 16:10:04 2019,17.4,18.3,13.956,21.76,21.384,6.7,87,11.19
Wed Oct 23 16:20:04 2019,16.68,19.02,14.079997,21.562,21.458003,6.7,87,11.19
Wed Oct 23 16:30:04 2019,16.82,18.88,14.317999,21.283,21.499001,6.7,87,11.19
Wed Oct 23 16:40:03 2019,17.36,18.34,14.226996,21.14,21.733004,6.7,87,11.19
Wed Oct 23 16:50:03 2019,17.79,17.91,14.806,21.291,21.003,6.7,87,11.19
Wed Oct 23 17:20:04 2019,17.85,17.85,13.579001,21.224,22.296999,6.7,87,11.2
Wed Oct 23 17:30:03 2019,17.78,17.92,12.688,20.759,23.653,6.7,87,11.21
Wed Oct 23 17:40:03 2019,17.27,18.43,13.034002,21.712,22.353998,6.2,87,10.85
Wed Oct 23 17:50:03 2019,17.02,18.68,13.734,18.918,24.448,6.2,87,10.85
Wed Oct 23 18:00:04 2019,18.12,17.58,13.851,21.322,21.927,6.2,87,10.85
Wed Oct 23 18:10:03 2019,17.73,17.97,13.699003,21.629,21.771997,6.7,87,11.19
Wed Oct 23 18:20:04 2019,17.06,18.64,14.164005,21.032,21.903995,6.7,87,11.19
Wed Oct 23 18:30:04 2019,17.33,18.37,13.119001,21.556,22.424999,6.7,87,11.19
Wed Oct 23 18:40:04 2019,16.68,19.02,12.913002,21.585,22.601998,6.2,87,11.19
Wed Oct 23 18:50:03 2019,17.07,18.63,13.079002,22.13,21.890998,6.2,87,11.19
Wed Oct 23 19:00:04 2019,17.49,18.21,13.048006,22.194,21.857994,6.2,87,11.21
Wed Oct 23 19:10:03 2019,17.71,17.99,13.532002,21.573,21.994998,6.2,87,11.21
Wed Oct 23 19:20:04 2019,18.37,17.33,13.652001,22.222,21.225999,5.7,93,11.2
Wed Oct 23 19:30:04 2019,17.3,18.4,15.287,22.015,19.798,5.7,93,11.2
Wed Oct 23 19:40:03 2019,16.13,19.57,14.793999,22.072,20.234001,6.7,87,11.18
Wed Oct 23 19:50:03 2019,16.48,19.22,16.070999,22.711,18.318001,6.7,87,11.2
Wed Oct 23 20:00:06 2019,17.57,18.13,15.710997,23.155,18.234003,6.7,87,11.2
Wed Oct 23 20:10:04 2019,18.44,17.26,16.987002,22.627,17.485998,6.7,87,11.2
Wed Oct 23 20:20:03 2019,17.96,17.74,17.275002,22.527,17.297998,7.7,87,11.39
Wed Oct 23 20:30:04 2019,17.49,18.21,16.886998,22.822,17.391002,7.7,87,11.39
Wed Oct 23 20:40:03 2019,17.13,18.57,16.197002,22.745,18.157998,8.2,87,11.19
Wed Oct 23 20:50:03 2019,17.41,18.29,16.408996,22.89,17.801004,8.2,87,11.19
Wed Oct 23 21:00:04 2019,16.68,19.02,16.099996,22.294,18.706004,8.2,87,11.21
Wed Oct 23 21:10:03 2019,15.8,19.9,16.063999,22.583,18.453001,7.7,87,11.19
Wed Oct 23 21:20:03 2019,15.63,20.07,16.411998,22.645,18.043002,7.7,87,11.19
Wed Oct 23 21:30:04 2019,15.34,20.36,16.544998,22.608,17.947002,7.7,87,11.39
Wed Oct 23 21:40:04 2019,15.57,20.13,16.227001,22.555,18.317999,7.7,87,11.38
Wed Oct 23 21:50:03 2019,14.97,20.73,15.943002,22.291,18.865998,7.7,87,11.38
Wed Oct 23 22:00:03 2019,14.76,20.94,16.889002,22.086,18.124998,7.7,87,11.39
Wed Oct 23 22:10:04 2019,15.71,19.99,16.807002,22.599,17.693998,7.7,87,11.38
Wed Oct 23 22:20:03 2019,15.09,20.61,16.611,22.81,17.679,7.7,87,11.38
Wed Oct 23 22:30:03 2019,13.97,21.73,16.590004,22.273,18.236996,7.7,87,11.39
Wed Oct 23 22:40:04 2019,14.89,20.81,16.606994,22.551,17.942006,8.2,87,11.38
Wed Oct 23 22:50:04 2019,14.32,21.38,16.465998,22.71,17.924002,8.2,87,11.38
Wed Oct 23 23:00:04 2019,13.85,21.85,16.566,22.389,18.145,8.2,87,11.39
Wed Oct 23 23:10:03 2019,13.52,22.18,16.665996,22.27,18.164004,8.2,87,11.39
