Time,Live Demand,Winter Peak Demand,Orkney ANM,Non-ANM Renewable Generation,Total Renewable Capacity,Wind speed,Humidity,Temperature
Thu Nov  7 20:00:04 2019,18.01,17.69,12.909,13.157,31.034,7.2,63,6.89
Thu Nov  7 20:20:04 2019,17.44,18.26,14.289002,14.048,28.762998,7.2,63,6.69
Thu Nov  7 20:30:04 2019,17.32,18.38,14.337,14.946,27.817,7.2,63,6.7
Thu Nov  7 20:40:04 2019,17.97,17.73,16.604,15.125,25.371,7.2,63,6.7
Thu Nov  7 20:50:03 2019,16.48,19.22,16.42,14.375,26.305,6.7,63,6.69
Thu Nov  7 21:00:04 2019,17.89,17.81,17.416,14.134,25.55,6.7,63,6.69
Thu Nov  7 21:10:04 2019,17.3,18.4,17.142002,13.399,26.558998,6.7,63,6.69
Thu Nov  7 21:20:04 2019,17.24,18.46,17.523998,14.802,24.774002,8.2,70,6.5
Thu Nov  7 21:30:03 2019,17.47,18.23,17.902,14.624,24.574,8.2,70,6.5
Thu Nov  7 21:40:03 2019,17.35,18.35,17.970006,14.454,24.675994,8.2,70,6.89
Thu Nov  7 21:50:04 2019,17.06,18.64,16.762998,14.147,26.190002,7.2,65,6.54
Thu Nov  7 22:10:03 2019,17.73,17.97,16.897998,13.734,26.468002,7.2,65,6.42
Thu Nov  7 22:20:04 2019,16.18,19.52,14.002999,12.896,30.201001,7.7,70,6.69
Thu Nov  7 22:30:04 2019,17.63,18.07,15.371003,14.321,27.407997,7.7,70,6.52
Thu Nov  7 22:40:04 2019,18.55,17.15,15.345001,13.742,28.012999,7.7,70,6.52
Thu Nov  7 22:50:03 2019,18.34,17.36,13.516001,13.817,29.766999,7.2,70,6.2
Thu Nov  7 23:00:04 2019,18.37,17.33,14.172998,13.455,29.472002,7.2,70,6.2
Thu Nov  7 23:10:03 2019,18.22,17.48,14.938001,14.007,28.154999,7.2,70,6.04
Thu Nov  7 23:20:04 2019,18.44,17.26,15.638,13.587,27.875,6.7,66,6.0
Thu Nov  7 23:30:04 2019,18.0,17.7,13.902,12.379,30.819,6.7,66,6.0
Thu Nov  7 23:40:03 2019,17.65,18.05,14.075001,13.233,29.791999,6.7,66,6.04
Thu Nov  7 23:50:04 2019,17.79,17.91,11.033,12.163,33.904,8.7,75,5.65
Fri Nov  8 00:00:05 2019,18.13,17.57,13.713001,12.989,30.397999,8.7,75,5.48
Fri Nov  8 00:10:03 2019,17.81,17.89,12.927998,12.48,31.692002,8.7,75,5.48
Fri Nov  8 00:20:04 2019,18.48,17.22,12.728001,12.335,32.036999,7.7,70,5.27
Fri Nov  8 00:30:04 2019,20.06,15.64,11.164,12.059,33.877,7.7,70,5.29
Fri Nov  8 00:40:04 2019,20.31,15.39,11.266999,11.93,33.903001,7.7,70,5.29
Fri Nov  8 00:50:03 2019,21.43,14.27,13.476001,14.473,29.150999,7.7,70,5.34
Fri Nov  8 01:00:04 2019,21.19,14.51,11.796,13.99,31.314,7.7,70,5.34
Fri Nov  8 01:10:03 2019,20.94,14.76,11.076002,11.866,34.157998,7.7,70,5.34
Fri Nov  8 01:20:04 2019,20.98,14.72,9.042998,10.027,38.030002,6.7,67,6.0
Fri Nov  8 01:30:04 2019,20.19,15.51,8.406999,8.902,39.791001,6.7,67,6.0
Fri Nov  8 01:40:04 2019,20.19,15.51,8.393002,10.965,37.741998,6.2,67,6.0
Fri Nov  8 01:50:04 2019,20.62,15.08,9.975,11.591,35.534,6.2,67,6.0
Fri Nov  8 02:00:03 2019,20.29,15.41,8.484,10.416,38.2,6.2,67,6.0
Fri Nov  8 02:10:03 2019,19.34,16.36,9.446998,9.759,37.894002,5.7,67,5.56
Fri Nov  8 02:20:04 2019,19.93,15.77,9.125,10.58,37.395,5.7,67,5.56
Fri Nov  8 02:30:04 2019,19.92,15.78,7.751,9.925,39.424,5.7,67,5.57
Fri Nov  8 02:40:04 2019,20.22,15.48,9.212998,10.809,37.078002,5.7,67,6.0
Fri Nov  8 02:50:04 2019,19.6,16.1,8.145998,11.016,37.938002,5.7,67,6.0
Fri Nov  8 03:00:04 2019,18.95,16.75,7.413,8.724,40.963,5.7,67,6.0
Fri Nov  8 03:10:03 2019,21.01,14.69,9.081999,10.606,37.412001,6.2,67,5.0
Fri Nov  8 03:20:04 2019,19.87,15.83,7.053,9.737,40.31,6.2,67,5.0
Fri Nov  8 03:30:03 2019,20.52,15.18,9.536,11.692,35.872,6.2,64,5.0
Fri Nov  8 03:40:04 2019,20.44,15.26,11.674,12.855,32.571,6.7,60,4.52
Fri Nov  8 03:50:04 2019,20.34,15.36,10.146999,11.66,35.293001,6.7,60,4.54
Fri Nov  8 04:00:03 2019,21.01,14.69,14.336001,12.793,29.970999,6.7,60,4.54
Fri Nov  8 04:10:04 2019,21.04,14.66,14.893002,12.1,30.106998,6.7,61,4.71
Fri Nov  8 04:20:04 2019,20.45,15.25,10.763998,11.543,34.793002,6.7,61,4.71
Fri Nov  8 04:30:03 2019,20.19,15.51,8.248998,10.822,38.029002,6.7,61,4.72
Fri Nov  8 04:40:04 2019,20.52,15.18,8.875001,11.456,36.768999,9.3,80,4.56
Fri Nov  8 04:50:04 2019,20.45,15.25,7.629999,10.544,38.926001,9.3,80,4.57
Fri Nov  8 05:00:04 2019,19.1,16.6,6.116,7.487,43.497,9.3,80,5.57
Fri Nov  8 05:10:05 2019,18.21,17.49,7.638001,4.356,45.105999,7.7,75,5.0
Fri Nov  8 05:20:03 2019,17.13,18.57,6.595,5.369,45.136,7.7,75,5.0
Fri Nov  8 05:30:03 2019,17.19,18.51,5.317,5.247,46.536,7.7,75,5.0
Fri Nov  8 05:40:04 2019,17.69,18.01,4.385,5.054,47.661,6.2,61,5.0
Fri Nov  8 05:50:03 2019,17.67,18.03,5.219001,5.732,46.148999,6.2,61,5.0
Fri Nov  8 06:00:04 2019,16.21,19.49,4.650001,8.848,43.601999,6.2,61,5.0
Fri Nov  8 06:10:04 2019,17.55,18.15,6.604999,9.184,41.311001,4.6,61,3.52
Fri Nov  8 06:20:03 2019,16.45,19.25,5.714,8.082,43.304,4.6,61,3.52
Fri Nov  8 06:30:04 2019,16.53,19.17,6.804,9.85,40.446,4.6,62,3.52
Fri Nov  8 06:40:04 2019,17.11,18.59,8.086001,11.653,37.360999,4.6,62,3.52
Fri Nov  8 06:50:03 2019,16.48,19.22,8.171,12.994,35.935,4.6,65,3.38
Fri Nov  8 07:00:06 2019,16.24,19.46,8.916,12.432,35.752,4.6,65,3.37
Fri Nov  8 07:10:03 2019,15.12,20.58,10.643002,12.133,34.323998,4.1,62,3.3
Fri Nov  8 07:20:04 2019,15.39,20.31,13.653001,13.334,30.112999,4.1,62,3.27
Fri Nov  8 07:30:03 2019,15.67,20.03,10.866001,12.516,33.717999,4.1,62,3.24
Fri Nov  8 07:40:03 2019,13.49,22.21,9.372,8.92,38.808,6.2,62,3.18
Fri Nov  8 07:50:03 2019,12.92,22.78,9.745001,7.304,40.050999,6.2,62,4.44
Fri Nov  8 08:00:03 2019,13.86,21.84,8.853,8.689,39.558,6.2,62,4.43
Fri Nov  8 08:10:03 2019,16.76,18.94,9.909998,10.493,36.697002,6.2,75,4.44
Fri Nov  8 08:20:03 2019,15.79,19.91,7.947,8.201,40.952,6.2,75,4.44
Fri Nov  8 08:30:04 2019,16.13,19.57,7.019,8.193,41.888,6.2,75,4.43
Fri Nov  8 08:40:04 2019,17.57,18.13,8.005001,9.081,40.013999,7.2,75,4.44
Fri Nov  8 08:50:03 2019,17.36,18.34,8.133999,8.637,40.329001,7.2,75,4.44
Fri Nov  8 09:00:04 2019,16.35,19.35,7.779999,10.339,38.981001,7.2,75,4.43
Fri Nov  8 09:10:04 2019,16.45,19.25,8.535001,10.034,38.530999,7.2,75,4.43
Fri Nov  8 09:20:04 2019,15.75,19.95,6.807999,7.548,42.744001,6.7,66,4.44
Fri Nov  8 09:30:03 2019,16.26,19.44,6.969999,8.583,41.547001,6.7,66,4.43
Fri Nov  8 09:40:03 2019,17.57,18.13,13.033998,11.822,32.244002,6.2,66,3.88
Fri Nov  8 09:50:03 2019,15.34,20.36,8.74,9.599,38.761,6.2,66,3.87
Fri Nov  8 10:00:04 2019,15.34,20.36,5.915,5.483,45.702,6.2,66,3.86
Fri Nov  8 10:10:03 2019,15.87,19.83,7.547,6.741,42.812,5.7,66,3.88
Fri Nov  8 10:20:03 2019,15.34,20.36,5.286,7.577,44.237,5.7,66,3.87
Fri Nov  8 10:30:04 2019,17.11,18.59,6.181,10.623,40.296,5.7,66,3.86
Fri Nov  8 10:40:03 2019,17.11,18.59,4.774,7.754,44.572,5.7,66,3.86
Fri Nov  8 10:50:03 2019,17.06,18.64,4.609999,7.958,44.532001,3.6,86,4.56
Fri Nov  8 11:00:03 2019,17.78,17.92,6.292001,9.256,41.551999,3.6,86,4.56
Fri Nov  8 11:10:03 2019,17.89,17.81,7.75,10.24,39.11,5.7,66,4.44
Fri Nov  8 11:20:03 2019,16.69,19.01,7.120999,7.888,42.091001,5.7,66,4.44
Fri Nov  8 11:30:03 2019,16.64,19.06,6.697,6.706,43.697,5.7,66,4.43
Fri Nov  8 11:40:03 2019,17.62,18.08,5.304,4.759,47.037,5.7,66,4.44
Fri Nov  8 11:50:03 2019,17.14,18.56,5.829999,5.957,45.313001,5.7,66,4.44
Fri Nov  8 12:00:04 2019,17.2,18.5,8.114,6.55,42.436,5.7,66,4.43
Fri Nov  8 12:10:03 2019,16.91,18.79,5.533,8.701,42.866,6.7,75,4.44
Fri Nov  8 12:20:03 2019,17.28,18.42,4.556,5.891,46.653,6.7,75,4.44
Fri Nov  8 12:30:03 2019,17.45,18.25,3.567001,5.021,48.511999,6.7,75,4.43
Fri Nov  8 12:40:03 2019,18.87,16.83,3.046,4.58,49.474,4.6,75,4.44
Fri Nov  8 12:50:03 2019,18.19,17.51,2.873001,5.187,49.039999,4.6,75,4.44
Fri Nov  8 13:00:04 2019,18.4,17.3,3.311,5.242,48.547,4.6,75,4.43
Fri Nov  8 13:10:03 2019,18.34,17.36,3.851,9.208,44.041,4.1,75,4.44
Fri Nov  8 13:20:03 2019,18.83,16.87,4.075001,6.933,46.091999,4.1,75,4.44
Fri Nov  8 13:30:03 2019,18.26,17.44,3.876999,4.179,49.044001,4.1,75,4.44
Fri Nov  8 13:40:03 2019,20.03,15.67,6.938,5.831,44.331,5.1,75,4.44
Fri Nov  8 13:50:03 2019,20.0,15.7,7.549,7.152,42.399,5.1,75,4.44
Fri Nov  8 14:00:03 2019,19.63,16.07,3.968,8.207,44.925,5.1,75,4.43
Fri Nov  8 14:10:04 2019,20.27,15.43,2.875,2.293,51.932,5.1,70,4.32
Fri Nov  8 14:20:03 2019,20.5,15.2,2.219,0.45,54.431,5.1,70,4.31
Fri Nov  8 14:30:04 2019,20.6,15.1,2.175,0.95,53.975,5.1,70,4.29
Fri Nov  8 14:40:04 2019,21.46,14.24,3.16,2.869,51.071,4.6,66,3.44
Fri Nov  8 14:50:04 2019,21.77,13.93,2.88,4.213,50.007,4.6,66,3.44
Fri Nov  8 15:00:04 2019,22.06,13.64,2.0,4.564,50.536,4.6,66,3.43
Fri Nov  8 15:10:03 2019,23.18,12.52,1.971,6.179,48.95,5.7,75,4.44
Fri Nov  8 15:20:03 2019,22.66,13.04,2.133,4.46,50.507,5.7,75,4.44
Fri Nov  8 15:30:04 2019,23.2,12.5,1.98,4.542,50.578,5.7,75,4.43
Fri Nov  8 15:40:04 2019,22.37,13.33,1.694,4.033,51.373,1,86,3.56
Fri Nov  8 15:50:04 2019,22.68,13.02,1.053,3.062,52.985,1,86,3.56
Fri Nov  8 16:00:05 2019,23.35,12.35,1.601,2.941,52.558,1,86,3.57
Fri Nov  8 16:10:04 2019,24.64,11.06,0.776,2.847,53.477,1,86,3.0
Fri Nov  8 16:20:04 2019,24.68,11.02,0.644,2.832,53.624,1,86,3.0
Fri Nov  8 16:30:04 2019,24.77,10.93,1.434,2.497,53.169,1,86,3.0
Fri Nov  8 16:40:04 2019,23.84,11.86,1.756,2.685,52.659,6.38,86,3.0
Fri Nov  8 16:50:03 2019,23.82,11.88,1.811,3.905,51.384,6.38,86,3.0
Fri Nov  8 17:00:04 2019,24.16,11.54,1.44,4.517,51.143,6.38,86,3.0
Fri Nov  8 17:10:03 2019,24.06,11.64,1.182,4.112,51.806,6.38,86,3.0
Fri Nov  8 17:20:04 2019,23.37,12.33,1.08,3.363,52.657,6.38,63,3.13
Fri Nov  8 17:30:05 2019,22.7,13.0,0.921,2.843,53.336,6.38,63,3.14
Fri Nov  8 17:40:04 2019,22.43,13.27,0.98,2.092,54.028,1.5,80,4.56
Fri Nov  8 17:50:03 2019,20.77,14.93,0.737,1.675,54.688,1.5,80,4.56
Fri Nov  8 18:00:03 2019,22.48,13.22,0.548,1.675,54.877,1.5,80,4.57
Fri Nov  8 18:10:04 2019,23.65,12.05,0.733,2.066,54.301,1.5,80,4.57
Fri Nov  8 18:20:04 2019,22.09,13.61,0.559,2.223,54.318,6.38,80,5.13
Fri Nov  8 18:30:03 2019,22.07,13.63,0.604,2.227,54.269,4.82,80,4.49
Fri Nov  8 18:40:03 2019,21.68,14.02,0.359,1.852,54.889,4.82,80,5.04
Fri Nov  8 18:50:03 2019,22.53,13.17,0.289,1.903,54.908,4.82,80,5.05
Fri Nov  8 19:00:03 2019,22.76,12.94,0.467,1.894,54.739,4.82,80,5.42
Fri Nov  8 19:10:03 2019,24.33,11.37,0.522,1.579,54.999,4.82,75,5.54
Fri Nov  8 19:20:04 2019,23.19,12.51,1.036,1.128,54.936,4.82,75,5.54
Fri Nov  8 19:30:03 2019,22.99,12.71,0.81,1.216,55.074,4.82,75,5.54
Fri Nov  8 19:40:04 2019,23.06,12.64,0.522,1.279,55.299,0.5,59,5.43
Fri Nov  8 19:50:03 2019,21.9,13.8,0.407,2.191,54.502,0.5,59,5.43
Fri Nov  8 20:10:06 2019,23.29,12.41,0.15,1.129,55.821,3.1,65,6.34
Fri Nov  8 20:20:04 2019,22.65,13.05,0.226,1.045,55.829,3.1,65,6.54
Fri Nov  8 20:30:04 2019,21.15,14.55,0.188,1.12,55.792,3.1,65,6.53
Fri Nov  8 20:40:03 2019,21.29,14.41,0.109,1.253,55.738,1.5,75,5.69
Fri Nov  8 20:50:03 2019,21.17,14.53,0.038,1.827,55.235,1.5,75,5.89
Fri Nov  8 21:00:03 2019,20.52,15.18,0.084,2.471,54.545,1.5,75,5.87
Fri Nov  8 21:10:03 2019,20.25,15.45,0.213,2.266,54.621,6.07,70,5.89
Fri Nov  8 21:20:03 2019,19.78,15.92,0.335,1.604,55.161,6.07,70,5.89
Fri Nov  8 21:30:04 2019,19.54,16.16,0.256,1.35,55.494,4.3,70,5.5
Fri Nov  8 21:40:04 2019,19.96,15.74,0.237,0.984,55.879,4.3,55,5.69
Fri Nov  8 21:50:04 2019,19.5,16.2,0.198,1.188,55.714,4.3,55,5.69
Fri Nov  8 22:00:07 2019,20.55,15.15,0.108,1.266,55.726,4.3,55,5.68
Fri Nov  8 22:10:04 2019,20.43,15.27,0.152,0.946,56.002,0.5,55,6.0
Fri Nov  8 22:20:04 2019,20.27,15.43,0.105,0.706,56.289,0.5,55,5.8
Fri Nov  8 22:30:04 2019,20.72,14.98,0.163,0.852,56.085,0.5,55,5.81
Fri Nov  8 22:40:04 2019,21.75,13.95,0.136,0.775,56.189,0.5,55,5.81
Fri Nov  8 22:50:03 2019,22.3,13.4,0.211,1.532,55.357,1,70,6.04
Fri Nov  8 23:00:04 2019,22.48,13.22,0.264,1.352,55.484,1,70,6.04
Fri Nov  8 23:10:03 2019,21.92,13.78,0.19,1.1,55.81,1,70,6.04
Fri Nov  8 23:20:03 2019,21.36,14.34,0.18,1.26,55.66,1,75,5.54
Fri Nov  8 23:30:03 2019,20.37,15.33,0.258,0.792,56.05,1,75,5.17
Fri Nov  8 23:40:04 2019,20.94,14.76,0.161,0.967,55.972,1,55,4.11
Fri Nov  8 23:50:03 2019,21.08,14.62,0.129,0.855,56.116,1,55,4.11
Sat Nov  9 00:00:03 2019,21.63,14.07,0.153,1.238,55.709,1,55,4.57
Sat Nov  9 00:10:05 2019,22.05,13.65,0.17,1.777,55.153,0.5,55,3.56
Sat Nov  9 00:20:03 2019,22.88,12.82,0.148,1.69,55.262,0.5,55,3.56
Sat Nov  9 00:30:03 2019,22.76,12.94,0.206,1.266,55.628,0.5,54,3.57
Sat Nov  9 00:40:03 2019,24.59,11.11,0.208,1.268,55.624,0.5,74,3.56
Sat Nov  9 00:50:03 2019,24.57,11.13,0.152,1.013,55.935,0.5,74,3.56
Sat Nov  9 01:00:03 2019,25.67,10.03,0.127,1.003,55.97,0.5,74,3.57
Sat Nov  9 01:10:03 2019,24.67,11.03,0.038,0.64,56.422,3.95,69,3.0
Sat Nov  9 01:20:03 2019,26.33,9.37,0.023,1.473,55.604,3.95,69,3.0
Sat Nov  9 01:30:04 2019,25.3,10.4,0.061,0.93,56.109,3.95,69,3.0
Sat Nov  9 01:40:03 2019,25.53,10.17,0.097,1.256,55.747,3.95,69,3.0
Sat Nov  9 01:50:04 2019,24.64,11.06,0.1,0.894,56.106,3.95,80,2.69
Sat Nov  9 02:00:04 2019,24.56,11.14,0.059,0.765,56.276,3.95,80,2.69
Sat Nov  9 02:10:03 2019,24.39,11.31,0.075,1.058,55.967,3.95,69,2.44
Sat Nov  9 02:20:03 2019,24.34,11.36,0.184,1.219,55.697,3.95,69,2.44
Sat Nov  9 02:30:04 2019,23.65,12.05,0.192,1.006,55.902,3.95,69,2.43
Sat Nov  9 02:40:04 2019,23.48,12.22,0.215,1.3,55.585,3.95,69,3.56
Sat Nov  9 02:50:03 2019,22.03,13.67,0.428,0.722,55.95,3.95,69,3.56
Sat Nov  9 03:00:03 2019,23.63,12.07,0.348,1.449,55.303,3.95,69,3.57
Sat Nov  9 03:10:04 2019,24.09,11.61,0.382,0.938,55.78,3.95,54,1.68
Sat Nov  9 03:20:03 2019,24.31,11.39,0.217,1.532,55.351,3.95,54,1.69
Sat Nov  9 03:30:03 2019,24.85,10.85,0.376,1.351,55.373,4.62,54,1.71
Sat Nov  9 03:40:04 2019,24.3,11.4,0.282,1.717,55.101,1.5,55,1.68
Sat Nov  9 03:50:03 2019,23.96,11.74,0.318,1.891,54.891,1.5,55,1.68
Sat Nov  9 04:00:04 2019,24.57,11.13,0.306,1.747,55.047,1.5,55,1.71
Sat Nov  9 04:10:04 2019,25.13,10.57,0.34,1.727,55.033,1,55,1.68
Sat Nov  9 04:20:04 2019,25.08,10.62,0.305,1.76,55.035,1,55,1.69
Sat Nov  9 04:30:04 2019,24.2,11.5,0.189,1.432,55.479,1,55,1.71
Sat Nov  9 04:40:03 2019,24.27,11.43,0.206,2.151,54.743,1,55,1.71
Sat Nov  9 04:50:04 2019,24.65,11.05,0.288,2.186,54.626,4.8,80,2.13
Sat Nov  9 05:00:04 2019,23.56,12.14,0.205,1.924,54.971,4.8,80,2.14
Sat Nov  9 05:10:03 2019,21.75,13.95,0.286,1.61,55.204,4.8,86,2.12
Sat Nov  9 05:20:03 2019,21.6,14.1,0.215,1.704,55.181,4.8,86,2.13
Sat Nov  9 05:30:04 2019,21.09,14.61,0.262,1.457,55.381,4.8,86,2.13
Sat Nov  9 05:40:04 2019,20.55,15.15,0.285,1.699,55.116,4.8,80,1.0
Sat Nov  9 05:50:03 2019,20.14,15.56,0.479,2.422,54.199,4.8,80,1.0
Sat Nov  9 06:00:03 2019,19.32,16.38,0.529,2.167,54.404,4.8,80,1.0
Sat Nov  9 06:10:04 2019,20.22,15.48,0.472,2.489,54.139,4.8,80,2.68
Sat Nov  9 06:20:04 2019,18.8,16.9,0.501,2.079,54.52,4.8,80,2.68
Sat Nov  9 06:30:03 2019,18.92,16.78,0.74,2.823,53.537,6.46,80,2.71
Sat Nov  9 06:40:03 2019,19.57,16.13,1.024999,4.101,51.974001,6.46,60,2.24
Sat Nov  9 06:50:04 2019,19.0,16.7,0.903,3.831,52.366,6.46,60,2.24
Sat Nov  9 07:00:04 2019,19.01,16.69,1.072,3.082,52.946,6.46,60,2.28
Sat Nov  9 07:10:03 2019,18.61,17.09,1.018,2.157,53.925,6.46,60,1.12
Sat Nov  9 07:20:03 2019,17.66,18.04,0.608,1.546,54.946,6.46,60,1.13
Sat Nov  9 07:30:04 2019,17.8,17.9,0.622,1.476,55.002,6.46,60,1.84
Sat Nov  9 07:40:03 2019,17.2,18.5,0.619,1.364,55.117,6.46,60,2.21
Sat Nov  9 07:50:04 2019,17.69,18.01,1.03,1.562,54.508,6.46,60,1.69
Sat Nov  9 08:00:05 2019,17.67,18.03,1.16,2.147,53.793,6.46,60,1.71
Sat Nov  9 08:10:04 2019,19.23,16.47,1.019,2.35,53.731,2.1,86,2.68
Sat Nov  9 08:20:04 2019,17.95,17.75,1.168,4.091,51.841,2.1,86,2.69
Sat Nov  9 08:30:03 2019,19.05,16.65,0.997,4.109,51.994,2.1,86,2.71
Sat Nov  9 08:40:03 2019,20.06,15.64,0.977999,3.115,53.007001,2.1,86,2.71
Sat Nov  9 08:50:03 2019,20.21,15.49,1.28,3.146,52.674,1.5,60,2.55
Sat Nov  9 09:00:05 2019,19.37,16.33,1.174,4.848,51.078,1.5,60,2.74
Sat Nov  9 09:10:03 2019,19.22,16.48,1.017999,4.672,51.410001,0.5,69,3.62
Sat Nov  9 09:20:03 2019,18.15,17.55,1.194999,3.855,52.050001,0.5,69,3.42
Sat Nov  9 09:30:03 2019,18.12,17.58,1.387,3.369,52.344,0.5,69,3.42
Sat Nov  9 09:40:04 2019,17.81,17.89,1.273,3.38,52.447,7.25,80,2.56
Sat Nov  9 09:50:04 2019,18.21,17.49,0.974,4.241,51.885,7.25,80,2.56
Sat Nov  9 10:00:04 2019,17.8,17.9,0.879,5.202,51.019,7.25,80,2.57
Sat Nov  9 10:10:03 2019,17.84,17.86,2.163,4.16,50.777,3.1,57,2.81
Sat Nov  9 10:20:03 2019,17.09,18.61,1.901,4.033,51.166,3.1,57,2.81
Sat Nov  9 10:30:04 2019,18.5,17.2,1.626,6.316,49.158,3.1,57,2.8
Sat Nov  9 10:40:03 2019,18.06,17.64,2.266,6.224,48.61,2.6,57,3.27
Sat Nov  9 10:50:04 2019,18.55,17.15,2.092,5.381,49.627,2.6,57,3.27
Sat Nov  9 11:00:04 2019,18.19,17.51,1.979001,6.23,48.890999,2.6,57,3.25
Sat Nov  9 11:10:03 2019,18.58,17.12,2.415,6.07,48.615,1.5,57,3.36
Sat Nov  9 11:20:03 2019,18.68,17.02,2.830999,5.882,48.387001,1.5,57,3.54
Sat Nov  9 11:30:03 2019,17.64,18.06,2.834,5.834,48.432,1.5,57,3.35
Sat Nov  9 11:40:03 2019,17.98,17.72,3.566,5.418,48.116,3.1,57,3.66
Sat Nov  9 11:50:03 2019,17.18,18.52,3.482,3.888,49.73,3.1,57,3.85
Sat Nov  9 12:00:04 2019,16.97,18.73,4.419001,6.074,46.606999,3.1,57,3.84
Sat Nov  9 12:10:04 2019,18.75,16.95,3.738,6.039,47.323,3.1,57,3.84
Sat Nov  9 12:20:03 2019,18.57,17.13,3.112,5.047,48.941,1.5,86,3.85
Sat Nov  9 12:30:03 2019,18.46,17.24,2.608,7.826,46.666,1.5,86,3.85
Sat Nov  9 12:40:03 2019,18.71,16.99,1.887,4.672,50.541,7.57,80,4.16
Sat Nov  9 12:50:03 2019,19.33,16.37,1.918,6.797,48.385,7.57,80,4.16
Sat Nov  9 13:00:04 2019,18.67,17.03,2.27,5.586,49.244,7.57,80,4.15
Sat Nov  9 13:10:03 2019,17.93,17.77,1.878,7.287,47.935,7.57,86,3.66
Sat Nov  9 13:20:04 2019,17.2,18.5,1.516,6.628,48.956,7.57,86,3.56
Sat Nov  9 13:30:04 2019,18.04,17.66,1.759001,7.223,48.117999,7.57,86,3.57
Sat Nov  9 13:40:04 2019,17.84,17.86,2.819,6.136,48.145,7.57,86,3.56
Sat Nov  9 13:50:03 2019,17.94,17.76,3.342001,5.045,48.712999,7.57,86,3.56
Sat Nov  9 14:00:03 2019,17.52,18.18,3.142,1.929,52.029,7.57,86,3.57
Sat Nov  9 14:10:04 2019,19.28,16.42,1.84,2.615,52.645,1.5,58,3.46
Sat Nov  9 14:20:05 2019,19.43,16.27,2.594,2.929,51.577,1.5,58,3.66
Sat Nov  9 14:30:04 2019,20.01,15.69,3.278,5.141,48.681,1.5,58,3.66
Sat Nov  9 14:40:03 2019,19.09,16.61,3.808999,4.846,48.445001,2.6,86,4.2
Sat Nov  9 14:50:03 2019,19.47,16.23,3.055,8.874,45.171,2.6,86,4.01
Sat Nov  9 15:00:03 2019,19.49,16.21,2.429,5.893,48.778,2.6,86,3.82
Sat Nov  9 15:10:03 2019,19.85,15.85,2.293,6.681,48.126,1.5,86,3.81
Sat Nov  9 15:20:03 2019,19.66,16.04,2.217,5.717,49.166,1.5,86,4.01
Sat Nov  9 15:30:03 2019,19.79,15.91,3.361,6.625,47.114,1.5,86,4.01
Sat Nov  9 15:40:03 2019,18.37,17.33,3.383001,7.091,46.625999,3.1,80,3.96
Sat Nov  9 15:50:03 2019,17.03,18.67,3.215,7.32,46.565,3.1,80,3.77
Sat Nov  9 16:00:05 2019,17.71,17.99,4.147,9.077,43.876,3.1,80,3.77
Sat Nov  9 16:10:09 2019,19.21,16.49,3.96,8.134,45.006,2.6,66,3.96
Sat Nov  9 16:20:04 2019,19.3,16.4,4.024,6.171,46.905,2.6,66,4.15
Sat Nov  9 16:30:03 2019,18.49,17.21,4.005,8.692,44.403,2.6,66,4.15
Sat Nov  9 16:40:03 2019,19.17,16.53,4.093999,8.612,44.394001,2.6,66,4.15
Sat Nov  9 16:50:03 2019,20.41,15.29,3.701,10.004,43.395,1.5,80,4.69
Sat Nov  9 17:00:04 2019,19.57,16.13,3.636999,9.265,44.198001,1.5,80,4.69
Sat Nov  9 17:10:04 2019,19.85,15.85,3.718,7.6,45.782,2.1,66,4.7
Sat Nov  9 17:20:04 2019,19.43,16.27,4.082,7.846,45.172,2.1,66,4.5
Sat Nov  9 17:30:03 2019,19.04,16.66,4.222001,8.247,44.630999,2.1,66,4.5
Sat Nov  9 17:40:03 2019,19.87,15.83,4.162,6.854,46.084,1.5,66,4.46
Sat Nov  9 17:50:03 2019,19.24,16.46,4.202,7.573,45.325,1.5,66,4.26
Sat Nov  9 18:00:04 2019,19.11,16.59,3.923,7.588,45.589,1.5,66,4.27
Sat Nov  9 18:10:04 2019,20.01,15.69,4.06,8.54,44.5,3.1,75,4.26
Sat Nov  9 18:20:03 2019,19.54,16.16,4.252,8.353,44.495,3.1,75,4.26
Sat Nov  9 18:30:04 2019,18.57,17.13,3.524999,9.591,43.984001,3.1,75,4.46
Sat Nov  9 18:40:03 2019,18.09,17.61,4.078001,7.788,45.233999,4.1,70,5.44
Sat Nov  9 18:50:03 2019,17.98,17.72,3.860999,8.99,44.249001,4.1,70,5.44
Sat Nov  9 19:00:04 2019,18.91,16.79,3.624,6.693,46.783,4.1,70,5.85
Sat Nov  9 19:10:03 2019,20.16,15.54,3.824,5.755,47.521,3.1,75,5.54
Sat Nov  9 19:20:03 2019,19.64,16.06,3.390001,5.329,48.380999,3.1,75,5.74
Sat Nov  9 19:30:04 2019,19.92,15.78,3.542,6.669,46.889,3.1,75,5.73
Sat Nov  9 19:40:04 2019,19.22,16.48,4.135,6.347,46.618,3.1,75,5.73
Sat Nov  9 19:50:04 2019,19.15,16.55,4.349001,11.246,41.504999,3.1,70,6.04
Sat Nov  9 20:00:04 2019,20.34,15.36,4.451999,10.814,41.834001,3.1,70,6.04
Sat Nov  9 20:10:05 2019,21.36,14.34,4.397001,11.343,41.359999,3.1,60,6.04
